Serial		,Line Number	,	File Name	,		FilePath		,
1,253,GitMoveDeleteHookTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\GitMoveDeleteHookTest.java
2,62,SshPreferencesMirrorTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\internal\SshPreferencesMirrorTest.java
3,66,GitURITest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\GitURITest.java
4,86,GitURITest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\GitURITest.java
5,105,GitURITest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\GitURITest.java
6,115,CloneOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CloneOperationTest.java
7,104,ConnectProviderOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\ConnectProviderOperationTest.java
8,105,ConnectProviderOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\ConnectProviderOperationTest.java
9,255,CreatePatchOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CreatePatchOperationTest.java
10,256,CreatePatchOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CreatePatchOperationTest.java
11,275,CreatePatchOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CreatePatchOperationTest.java
12,276,CreatePatchOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CreatePatchOperationTest.java
13,314,CreatePatchOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\CreatePatchOperationTest.java
14,212,RemoveFromIndexOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\RemoveFromIndexOperationTest.java
15,216,RemoveFromIndexOperationTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\op\RemoveFromIndexOperationTest.java
16,40,ProjectReferenceTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\ProjectReferenceTest.java
17,189,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
18,190,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
19,193,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
20,196,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
21,197,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
22,200,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
23,206,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
24,207,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
25,210,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
26,213,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
27,214,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
28,217,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
29,220,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
30,221,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
31,224,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
32,227,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
33,229,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
34,232,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
35,235,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
36,237,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
37,240,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
38,247,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
39,250,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
40,257,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
41,265,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
42,266,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
43,380,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
44,381,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
45,382,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
46,388,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
47,389,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
48,390,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
49,393,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
50,394,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
51,395,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
52,398,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
53,399,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
54,400,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
55,407,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
56,408,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
57,409,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
58,419,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
59,420,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
60,421,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
61,426,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
62,427,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
63,439,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
64,441,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
65,443,RebaseInteractivePlanTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.core.test\src\org\eclipse\egit\core\test\rebase\RebaseInteractivePlanTest.java
66,136,LinkedResourcesTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.ui.test\src\org\eclipse\egit\ui\internal\actions\LinkedResourcesTest.java
67,141,LinkedResourcesTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.ui.test\src\org\eclipse\egit\ui\internal\actions\LinkedResourcesTest.java
68,307,PushBranchWizardTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.ui.test\src\org\eclipse\egit\ui\internal\push\PushBranchWizardTest.java
69,79,MergeToolTest.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.ui.test\src\org\eclipse\egit\ui\test\team\actions\MergeToolTest.java
70,70,GitCloneWizardTestBase.java,C:\Users\Atiq\Desktop\BSSE0908TestSmell\egit-master\org.eclipse.egit.ui.test\src\org\eclipse\egit\ui\wizards\clone\GitCloneWizardTestBase.java

Total Erorr Found ------>70